Data File Name,2100 expert_DNA 12000_DE13806110_2016-10-04_12-15-01.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2016-10-04
Date Created,"Tuesday, October 04, 2016 4:15:00 PM"
Date Last Modified,"Tuesday, October 04, 2016 4:50:02 PM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,DNA 12000 Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,DNA 12000
Assay Version,2.4
 
Number of Samples Run,12
 
Sample Name,Sample 4
Number of Events,1581
 
Time,Value
20,2.339172E-02
20.05,2.339172E-02
20.1,2.339172E-02
20.15,2.339172E-02
20.2,2.339172E-02
20.25,2.339172E-02
20.3,2.339172E-02
20.35,2.339172E-02
20.4,2.339172E-02
20.45,2.339172E-02
20.5,2.339172E-02
20.55,2.339172E-02
20.6,2.339172E-02
20.65,2.339172E-02
20.7,2.339172E-02
20.75,2.339172E-02
20.8,2.339172E-02
20.85,2.339172E-02
20.9,2.339172E-02
20.95,2.339172E-02
21,2.339172E-02
21.05,2.339172E-02
21.1,2.339172E-02
21.15,4.102916E-02
21.2,-1.520506E-02
21.25,-1.736939E-02
21.3,-5.281353E-02
21.35,-1.059066E-02
21.4,-4.948838E-02
21.45,-1.515302E-02
21.5,-2.652961E-02
21.55,-3.407058E-02
21.6,-6.577697E-02
21.65,2.336719E-02
21.7,0.1609886
21.75,0.3311091
21.8,0.4768493
21.85,0.4790665
21.9,0.3327793
21.95,0.1362944
22,-0.1117529
22.05,-0.3736651
22.1,-0.4644722
22.15,-0.3788006
22.2,-0.2246568
22.25,-0.0144027
22.3,8.769161E-02
22.35,0.1644577
22.4,0.1898775
22.45,0.1354498
22.5,7.388815E-02
22.55,2.594177E-05
22.6,-0.1577225
22.65,-0.2656861
22.7,-0.2631835
22.75,-0.3108603
22.8,-0.3200195
22.85,-0.198571
22.9,-5.750505E-02
22.95,0.1021875
23,0.1737657
23.05,0.2368787
23.1,0.2418724
23.15,0.1612098
23.2,5.460396E-02
23.25,-1.337104E-02
23.3,-2.567753E-02
23.35,-5.087772E-02
23.4,-5.774088E-02
23.45,-6.850015E-02
23.5,6.639072E-02
23.55,0.3559114
23.6,0.7349439
23.65,0.9032878
23.7,0.8558898
23.75,0.6216985
23.8,0.2809296
23.85,-5.334456E-02
23.9,-0.255709
23.95,-0.2707482
24,-0.2213018
24.05,-0.2379245
24.1,-0.282787
24.15,-0.1951073
24.2,-4.142657E-03
24.25,0.2009125
24.3,0.2621703
24.35,0.2346207
24.4,0.1517586
24.45,-5.381659E-02
24.5,-0.2648417
24.55,-0.3385151
24.6,-0.3129337
24.65,-0.2592849
24.7,-0.152841
24.75,5.659296E-03
24.8,0.2204177
24.85,0.293103
24.9,0.2369118
24.95,0.1377714
25,-0.0493867
25.05,-0.2778138
25.1,-0.3823934
25.15,-0.3461881
25.2,-0.2528152
25.25,-0.130345
25.3,-2.732272E-02
25.35,-6.617377E-02
25.4,-0.1457514
25.45,-0.1177773
25.5,-9.188192E-02
25.55,-7.270573E-02
25.6,-8.669169E-02
25.65,-0.132979
25.7,-0.1961128
25.75,-0.3404286
25.8,-0.4120242
25.85,-0.3552132
25.9,-0.3078012
25.95,-0.299942
26,-0.2389564
26.05,-0.2104556
26.1,-0.1500366
26.15,-0.113945
26.2,-0.1658368
26.25,-0.2248544
26.3,-0.2426732
26.35,-0.3381252
26.4,-0.4057053
26.45,-0.4949507
26.5,-0.4422813
26.55,-0.2875218
26.6,-0.2079488
26.65,-0.1995371
26.7,-0.1709737
26.75,-7.850803E-02
26.8,-9.307699E-02
26.85,0.1265359
26.9,0.3042701
26.95,0.50714
27,0.5321649
27.05,0.3936063
27.1,0.1140559
27.15,-5.805077E-02
27.2,-0.1574562
27.25,-0.1961418
27.3,-0.1721855
27.35,-0.1688244
27.4,-7.097464E-02
27.45,-0.1226714
27.5,-0.1714589
27.55,-0.2748711
27.6,-0.2421058
27.65,-0.3106107
27.7,-0.4020312
27.75,-0.5058672
27.8,-0.4164361
27.85,-0.2877505
27.9,-0.1834662
27.95,-9.874587E-02
28,-7.204268E-02
28.05,-5.158989E-02
28.1,-0.1059144
28.15,-0.2551078
28.2,-0.434455
28.25,-0.3670873
28.3,-0.3947388
28.35,-0.5349239
28.4,-0.6237463
28.45,-0.5585496
28.5,-0.4128827
28.55,-0.2933782
28.6,-0.2473248
28.65,-0.230516
28.7,-0.193619
28.75,-0.1953491
28.8,-0.2665143
28.85,-0.3017143
28.9,-0.1826406
28.95,-0.159477
29,-0.1516131
29.05,-0.220895
29.1,-0.2743858
29.15,-0.3079913
29.2,-0.3208112
29.25,-0.2797263
29.3,-0.1580033
29.35,-5.362043E-02
29.4,-9.074989E-02
29.45,-0.1770117
29.5,-0.3572776
29.55,-0.4450734
29.6,-0.4645522
29.65,-0.374732
29.7,-0.3953186
29.75,-0.3213266
29.8,-0.2229445
29.85,-0.1257102
29.9,-0.081599
29.95,-5.079358E-02
30,-1.587782E-02
30.05,-2.083904E-02
30.1,-3.508913E-02
30.15,-0.0953882
30.2,2.95718E-03
30.25,2.561568E-02
30.3,3.790751E-02
30.35,-7.178564E-02
30.4,7.280229E-03
30.45,0.2704388
30.5,0.4347592
30.55,0.3765098
30.6,0.2238265
30.65,2.852441E-02
30.7,-0.2273552
30.75,-0.4650247
30.8,-0.6190205
30.85,-0.5495275
30.9,-0.514549
30.95,-0.6864237
31,-0.5025305
31.05,-0.2370012
31.1,-3.022485E-02
31.15,0.0708546
31.2,3.721216E-02
31.25,-9.386323E-02
31.3,-0.2852283
31.35,-0.4548761
31.4,-0.5171825
31.45,-0.5195332
31.5,-0.54549
31.55,-0.5955242
31.6,-0.5707912
31.65,-0.5270715
31.7,-0.4565281
31.75,-0.3503069
31.8,-0.2256503
31.85,-0.1930632
31.9,-0.1454412
31.95,-0.1853046
32,-0.3036494
32.05,-0.4032691
32.1,-0.4933522
32.15,-0.4227881
32.2,-0.132218
32.25,0.2007937
32.3,0.3875743
32.35,0.5180158
32.4,0.5602884
32.45,0.5755914
32.5,0.5191612
32.55,0.5637279
32.6,0.6298144
32.65,0.5547273
32.7,0.3392956
32.75,9.416878E-02
32.8,-9.640085E-02
32.85,-0.1873976
32.9,-0.206465
32.95,-0.1564438
33,9.764802E-02
33.05,0.214852
33.1,0.2201581
33.15,0.144594
33.2,1.671729E-02
33.25,-0.1107205
33.3,-0.1362766
33.35,-0.1283669
33.4,-9.016701E-02
33.45,6.704097E-02
33.5,0.1996316
33.55,0.3372605
33.6,0.4778455
33.65,0.6531902
33.7,0.8194803
33.75,0.9292077
33.8,0.8549058
33.85,0.7971144
33.9,0.8342025
33.95,0.9102358
34,0.9605887
34.05,1.1128
34.1,1.466004
34.15,1.819419
34.2,1.996642
34.25,2.15118
34.3,2.585089
34.35,3.66259
34.4,6.064784
34.45,10.53116
34.5,18.1441
34.55,29.45578
34.6,45.13932
34.65,65.29832
34.7,89.08108
34.75,114.9429
34.8,141.0932
34.85,165.3394
34.9,184.702
34.95,197.1779
35,200.1902
35.05,192.1956
35.1,174.3004
35.15,149.5089
35.2,121.2772
35.25,93.33219
35.3,68.43091
35.35,48.50289
35.4,33.93555
35.45,23.97621
35.5,17.64199
35.55,13.68145
35.6,11.40083
35.65,9.909867
35.7,9.046766
35.75,8.603007
35.8,8.70225
35.85,8.845063
35.9,9.076905
35.95,9.241757
36,9.517117
36.05,10.04301
36.1,10.59593
36.15,11.00834
36.2,11.42228
36.25,11.75136
36.3,11.87369
36.35,11.97672
36.4,11.88515
36.45,12.22957
36.5,12.43261
36.55,12.65668
36.6,12.95445
36.65,13.29711
36.7,13.51238
36.75,13.58719
36.8,13.59495
36.85,13.65133
36.9,13.99418
36.95,14.35264
37,14.74994
37.05,14.93747
37.1,14.872
37.15,14.42949
37.2,13.83803
37.25,13.34515
37.3,13.22532
37.35,13.39102
37.4,13.60887
37.45,13.79204
37.5,13.92156
37.55,13.887
37.6,13.66391
37.65,13.47011
37.7,13.23985
37.75,13.42061
37.8,13.51273
37.85,13.53038
37.9,13.57191
37.95,13.58825
