Data File Name,2100 expert_DNA 12000_DE13806110_2016-10-04_12-15-01.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2016-10-04
Date Created,"Tuesday, October 04, 2016 4:15:00 PM"
Date Last Modified,"Tuesday, October 04, 2016 4:50:02 PM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,DNA 12000 Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,DNA 12000
Assay Version,2.4
 
Number of Samples Run,12
 
Sample Name,Sample 1
Number of Events,1581
 
Time,Value
20,-0.2831726
20.05,-0.2831726
20.1,-0.2831726
20.15,-0.2831726
20.2,-0.2831726
20.25,-0.2831726
20.3,-0.2831726
20.35,-0.2831726
20.4,-0.2831726
20.45,-0.2831726
20.5,-0.2831726
20.55,-0.2831726
20.6,-0.2831726
20.65,-0.2831726
20.7,-0.2831726
20.75,-0.2831726
20.8,-0.2831726
20.85,-0.2831726
20.9,-0.2831726
20.95,-0.2831726
21,-0.2831726
21.05,-0.2831726
21.1,-0.2831726
21.15,-5.029133E-02
21.2,-3.350587E-02
21.25,-9.262306E-02
21.3,-0.127554
21.35,-2.156452E-02
21.4,-6.651945E-02
21.45,-2.980365E-02
21.5,-0.133962
21.55,-6.489298E-02
21.6,-8.803524E-02
21.65,-0.0332789
21.7,2.731551E-02
21.75,0.1230344
21.8,0.1973061
21.85,0.2536899
21.9,0.175683
21.95,8.917275E-02
22,8.834138E-02
22.05,-1.317015E-02
22.1,-0.1301952
22.15,-0.2526022
22.2,-0.18814
22.25,-0.104141
22.3,-0.113402
22.35,-0.1872848
22.4,5.63907E-03
22.45,4.503436E-02
22.5,0.1439426
22.55,0.0251989
22.6,-5.234003E-02
22.65,-0.1046076
22.7,-0.1924736
22.75,-0.3033215
22.8,-0.2972754
22.85,-0.1827662
22.9,-0.1200714
22.95,-3.804534E-02
23,4.364757E-03
23.05,0.2283729
23.1,0.2462731
23.15,0.1432559
23.2,-0.082197
23.25,-2.457723E-02
23.3,-0.1102187
23.35,-0.1688712
23.4,-0.1632696
23.45,-8.515004E-02
23.5,6.467275E-02
23.55,0.2052345
23.6,0.2329675
23.65,0.2687884
23.7,0.3057057
23.75,0.1326165
23.8,-0.0856454
23.85,-0.2650985
23.9,-0.2228083
23.95,-0.1587434
24,-0.1212014
24.05,-0.1436123
24.1,0.0525795
24.15,8.446648E-02
24.2,0.1153119
24.25,0.1329466
24.3,0.2114593
24.35,0.1782307
24.4,9.188248E-02
24.45,-2.286654E-02
24.5,-6.290627E-02
24.55,1.522217E-02
24.6,0.0697315
24.65,0.2055805
24.7,0.1906777
24.75,0.2464052
24.8,0.2184331
24.85,0.1640189
24.9,-2.096913E-02
24.95,-1.863856E-03
25,-5.829998E-02
25.05,-3.436438E-02
25.1,-0.227928
25.15,-0.2858418
25.2,-0.1605529
25.25,-1.457943E-02
25.3,0.1453819
25.35,0.3498495
25.4,0.4685295
25.45,0.3972334
25.5,0.235356
25.55,4.460828E-02
25.6,7.174454E-02
25.65,-7.83844E-03
25.7,1.177436E-02
25.75,-5.135322E-02
25.8,-0.1159631
25.85,-0.1507325
25.9,-0.1480573
25.95,-0.1120849
26,0.0232507
26.05,0.1058504
26.1,0.139308
26.15,0.115609
26.2,9.585144E-02
26.25,0.1364646
26.3,9.106984E-02
26.35,6.80746E-03
26.4,-5.050168E-02
26.45,-4.846446E-03
26.5,-4.006197E-02
26.55,-1.022861E-02
26.6,4.838536E-02
26.65,0.1675005
26.7,0.1553832
26.75,0.2304545
26.8,0.2255264
26.85,0.114523
26.9,0.1533849
26.95,0.2623632
27,0.2885961
27.05,0.2690173
27.1,0.2009382
27.15,5.662499E-02
27.2,-7.439619E-02
27.25,-0.2249304
27.3,-0.1645003
27.35,0.205051
27.4,0.3679344
27.45,0.4691189
27.5,0.4462513
27.55,0.2888577
27.6,0.1119688
27.65,-0.1251626
27.7,-0.1860865
27.75,-0.11251
27.8,-1.346181E-04
27.85,0.0630637
27.9,0.1296862
27.95,0.290402
28,0.3881234
28.05,0.3486072
28.1,0.2958376
28.15,0.3818319
28.2,0.2904579
28.25,0.1304805
28.3,-6.618232E-02
28.35,5.677818E-02
28.4,0.1513159
28.45,0.153275
28.5,0.1942527
28.55,0.2648616
28.6,0.3636978
28.65,0.4067734
28.7,0.3290776
28.75,0.2787554
28.8,0.2494753
28.85,6.253994E-02
28.9,-1.619475E-02
28.95,-0.1167601
29,1.433647E-02
29.05,0.2305241
29.1,0.3224573
29.15,0.2834212
29.2,0.3493723
29.25,0.233563
29.3,0.1161214
29.35,-1.470467E-02
29.4,0.1012
29.45,0.259393
29.5,0.2620834
29.55,0.149965
29.6,0.113439
29.65,0.1793439
29.7,0.1477281
29.75,0.1786485
29.8,0.2469464
29.85,0.3762837
29.9,0.2998568
29.95,0.2232318
30,0.175017
30.05,0.2308834
30.1,6.062657E-02
30.15,-0.1147088
30.2,-0.2412006
30.25,-0.1644612
30.3,5.805798E-02
30.35,0.2744602
30.4,0.4080494
30.45,0.489112
30.5,0.4730005
30.55,0.2545418
30.6,0.0449258
30.65,-8.289783E-02
30.7,2.292589E-02
30.75,-1.927942E-02
30.8,-9.719359E-02
30.85,-0.1416396
30.9,-1.098184E-02
30.95,-1.014052E-02
31,8.180735E-02
31.05,0.1966072
31.1,0.3123596
31.15,0.293291
31.2,0.2019678
31.25,7.401467E-02
31.3,1.067267E-02
31.35,0.1246901
31.4,0.1957508
31.45,0.2723648
31.5,0.2035144
31.55,0.1416609
31.6,7.210747E-02
31.65,0.0378953
31.7,-2.412961E-02
31.75,9.398431E-02
31.8,1.216684E-02
31.85,-6.403845E-02
31.9,-0.1703074
31.95,-0.1540397
32,4.944362E-02
32.05,0.3288941
32.1,0.4958161
32.15,0.5333723
32.2,0.5064939
32.25,0.3564739
32.3,0.2536306
32.35,0.1710526
32.4,0.2417628
32.45,0.1465783
32.5,8.148242E-02
32.55,-9.110341E-03
32.6,8.283801E-02
32.65,0.1407601
32.7,0.1200964
32.75,0.1010793
32.8,0.169812
32.85,0.2131557
32.9,0.2536685
32.95,0.2885207
33,0.2944414
33.05,0.3057469
33.1,0.2261685
33.15,0.1680191
33.2,5.310109E-02
33.25,3.740365E-02
33.3,-9.064436E-02
33.35,-0.1653974
33.4,-0.1387161
33.45,-6.88424E-03
33.5,4.672079E-02
33.55,0.1172662
33.6,0.0723941
33.65,7.515337E-03
33.7,2.501415E-02
33.75,7.893687E-02
33.8,0.0679693
33.85,2.112517E-02
33.9,1.581562E-02
33.95,-0.0217493
34,-8.063572E-02
34.05,-0.1200294
34.1,1.038915E-02
34.15,0.169952
34.2,0.2354883
34.25,0.3813662
34.3,0.9627695
34.35,2.060012
34.4,4.328734
34.45,8.671983
34.5,16.04226
34.55,27.23026
34.6,42.4629
34.65,61.59591
34.7,83.80347
34.75,107.7002
34.8,132.061
34.85,154.7632
34.9,173.7272
34.95,186.4247
35,190.6689
35.05,183.8344
35.1,167.4416
35.15,143.6953
35.2,116.1584
35.25,88.44656
35.3,63.6594
35.35,43.51252
35.4,28.60539
35.45,18.32089
35.5,11.58016
35.55,7.499517
35.6,5.161251
35.65,3.827699
35.7,3.211916
35.75,2.800785
35.8,2.756015
35.85,2.825011
35.9,2.835493
35.95,2.847333
36,3.064709
36.05,3.279102
36.1,3.489503
36.15,3.573595
36.2,3.740236
36.25,3.875769
36.3,3.926999
36.35,3.936158
36.4,3.911638
36.45,3.962189
36.5,4.030296
36.55,4.056797
36.6,4.036328
36.65,4.153281
36.7,3.992135
36.75,3.903499
36.8,3.668665
36.85,3.581563
36.9,3.529245
36.95,3.373576
37,3.126924
37.05,2.958646
37.1,2.870294
37.15,2.804125
37.2,2.752808
37.25,2.751999
37.3,2.771796
37.35,2.689774
37.4,2.701687
37.45,2.623268
37.5,2.700113
37.55,2.639956
37.6,2.462913
37.65,2.239119
37.7,2.205936
37.75,2.216362
37.8,2.354045
37.85,2.38501
37.9,2.462736
37.95,2.477866
38,2.330967
38.05,2.104185
38.1,1.909983
38.15,1.80607
38.2,1.602667
38.25,1.425079
